epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,8909.2,1.18065,1.19057,1.27961,0.51116,0.55061,0.53488,0.32477,1.42467,1.47042,1.41841,0.000549036,0.000549036,0.000549036
42,8956.02,1.16572,1.18822,1.26486,0.57725,0.54801,0.54439,0.34473,1.3814,1.4772,1.41219,0.000540037,0.000540037,0.000540037
43,9000.8,1.15788,1.17544,1.26152,0.5142,0.47505,0.50083,0.31142,1.42386,1.49969,1.40443,0.000531038,0.000531038,0.000531038
44,9050.2,1.16106,1.17402,1.27413,0.59567,0.57914,0.55536,0.33241,1.33832,1.44944,1.37567,0.000522039,0.000522039,0.000522039
45,9098.89,1.15809,1.15077,1.26315,0.53769,0.51915,0.54122,0.33815,1.39001,1.49187,1.40713,0.00051304,0.00051304,0.00051304
46,9144.49,1.14836,1.15485,1.2491,0.58654,0.4914,0.48885,0.30819,1.39398,1.49209,1.38252,0.00050404,0.00050404,0.00050404
47,9196.02,1.14401,1.14808,1.24971,0.63202,0.42722,0.53088,0.33179,1.38534,1.42921,1.38811,0.000495041,0.000495041,0.000495041
48,9244.97,1.14556,1.14642,1.25652,0.5385,0.5456,0.53344,0.32915,1.42091,1.47911,1.42348,0.000486042,0.000486042,0.000486042
49,9293.84,1.13594,1.15024,1.24954,0.67531,0.50291,0.55727,0.3336,1.36979,1.38252,1.37592,0.000477043,0.000477043,0.000477043
50,9342.74,1.12292,1.13253,1.24723,0.72411,0.42511,0.54929,0.35249,1.36415,1.43485,1.38959,0.000468044,0.000468044,0.000468044
51,9392.03,1.12269,1.1056,1.24158,0.61083,0.44589,0.50461,0.31282,1.39685,1.44495,1.40364,0.000459045,0.000459045,0.000459045
52,9441.2,1.11599,1.10565,1.2287,0.55148,0.51894,0.5159,0.32234,1.41875,1.44702,1.42344,0.000450046,0.000450046,0.000450046
53,9490.5,1.10979,1.0808,1.23157,0.58323,0.47064,0.48394,0.31018,1.37825,1.48033,1.39179,0.000441047,0.000441047,0.000441047
54,9540.08,1.10274,1.0849,1.23421,0.57661,0.536,0.55242,0.3563,1.37514,1.34338,1.38062,0.000432048,0.000432048,0.000432048
55,9589.19,1.10204,1.0565,1.23179,0.51871,0.52096,0.49294,0.305,1.34845,1.5076,1.34072,0.000423049,0.000423049,0.000423049
56,9638.36,1.08485,1.04703,1.21939,0.63545,0.48153,0.52539,0.33726,1.32014,1.40288,1.34491,0.000414049,0.000414049,0.000414049
57,9688.33,1.08555,1.0572,1.21248,0.71049,0.46018,0.54177,0.34536,1.35494,1.39404,1.37131,0.00040505,0.00040505,0.00040505
58,9737.74,1.07343,1.03563,1.21534,0.68586,0.54133,0.58755,0.36874,1.4199,1.37006,1.40814,0.000396051,0.000396051,0.000396051
59,9786.88,1.07369,1.04696,1.21956,0.62257,0.5164,0.55169,0.32544,1.38763,1.36749,1.40201,0.000387052,0.000387052,0.000387052
60,9836.64,1.0994,1.01311,1.21002,0.66293,0.55188,0.58025,0.36096,1.36166,1.38264,1.35255,0.000378053,0.000378053,0.000378053
61,9886.66,1.07102,1.02736,1.21557,0.63215,0.58438,0.62386,0.38442,1.35377,1.29966,1.34797,0.000369054,0.000369054,0.000369054
62,9936.64,1.07616,1.0269,1.21059,0.60972,0.5428,0.56036,0.35447,1.35929,1.38831,1.37279,0.000360055,0.000360055,0.000360055
63,9986.55,1.0764,0.99922,1.20541,0.5712,0.46418,0.50751,0.331,1.37008,1.43731,1.39219,0.000351056,0.000351056,0.000351056
64,10036.5,1.05036,0.97541,1.19094,0.68508,0.44868,0.52344,0.33334,1.33967,1.42145,1.35842,0.000342057,0.000342057,0.000342057
65,10085.4,1.06389,0.9795,1.19604,0.5052,0.57038,0.56941,0.3697,1.31459,1.3917,1.35574,0.000333058,0.000333058,0.000333058
66,10134.5,1.04389,0.99986,1.18923,0.50492,0.54798,0.54132,0.34135,1.37065,1.42101,1.37876,0.000324058,0.000324058,0.000324058
67,10183.8,1.05561,0.955,1.17881,0.50034,0.54491,0.54222,0.34216,1.35015,1.41404,1.36543,0.000315059,0.000315059,0.000315059
68,10230.2,1.04429,0.9681,1.18079,0.55007,0.5105,0.53645,0.3351,1.35131,1.41075,1.37382,0.00030606,0.00030606,0.00030606
69,10268.9,1.00976,0.94586,1.1657,0.51701,0.50601,0.52619,0.34035,1.3617,1.38369,1.37544,0.000297061,0.000297061,0.000297061
70,10317.3,1.0191,0.94324,1.17368,0.58183,0.49147,0.54138,0.34237,1.36387,1.39897,1.37809,0.000288062,0.000288062,0.000288062
71,10366.9,1.01698,0.95569,1.18387,0.62798,0.45443,0.52383,0.32359,1.39146,1.43791,1.39974,0.000279063,0.000279063,0.000279063
72,10416.8,1.00666,0.9243,1.17124,0.65003,0.47721,0.52065,0.33355,1.36307,1.45396,1.35665,0.000270064,0.000270064,0.000270064
73,10467.1,1.02051,0.91464,1.16504,0.65583,0.50066,0.57861,0.37432,1.34509,1.37377,1.35021,0.000261065,0.000261065,0.000261065
74,10517.4,1.01094,0.92439,1.1659,0.5392,0.54532,0.54549,0.3555,1.35571,1.41205,1.35471,0.000252066,0.000252066,0.000252066
75,10566.3,1.00738,0.9252,1.16937,0.55692,0.49487,0.53776,0.34551,1.35416,1.38429,1.35645,0.000243067,0.000243067,0.000243067
76,10616.9,0.99326,0.88913,1.15501,0.67084,0.48179,0.55901,0.35776,1.35166,1.38328,1.372,0.000234068,0.000234068,0.000234068
77,10666.6,0.99835,0.90001,1.15065,0.57601,0.50096,0.55163,0.34154,1.37136,1.3736,1.38897,0.000225068,0.000225068,0.000225068
78,10716.3,1.0072,0.90518,1.16045,0.61241,0.50429,0.54634,0.33445,1.33231,1.33717,1.35719,0.000216069,0.000216069,0.000216069
79,10766,0.9829,0.89399,1.15997,0.56784,0.56402,0.5516,0.34263,1.34782,1.32834,1.37569,0.00020707,0.00020707,0.00020707
80,10816.9,0.99638,0.891,1.14872,0.69214,0.46979,0.52983,0.34018,1.33857,1.38458,1.35864,0.000198071,0.000198071,0.000198071
81,10866.4,0.97624,0.87969,1.13692,0.51643,0.48801,0.50529,0.33437,1.38478,1.35511,1.38882,0.000189072,0.000189072,0.000189072
82,10915.3,0.98542,0.87765,1.14455,0.60772,0.44371,0.51766,0.34261,1.35661,1.37165,1.36989,0.000180073,0.000180073,0.000180073
83,10965,0.9749,0.87341,1.13759,0.55624,0.45091,0.49483,0.33395,1.34538,1.36126,1.38255,0.000171074,0.000171074,0.000171074
84,11015,0.95709,0.86181,1.14292,0.58205,0.44008,0.51255,0.34168,1.34176,1.38369,1.38221,0.000162075,0.000162075,0.000162075
85,11064,0.95902,0.85428,1.1402,0.61293,0.44288,0.49419,0.32386,1.38506,1.39573,1.39364,0.000153076,0.000153076,0.000153076
86,11113.6,0.98013,0.85313,1.1315,0.54711,0.47957,0.51607,0.32972,1.39361,1.41754,1.3994,0.000144077,0.000144077,0.000144077
87,11162.6,0.94663,0.82816,1.1163,0.63182,0.47092,0.52264,0.3461,1.3496,1.38731,1.36866,0.000135077,0.000135077,0.000135077
88,11211.7,0.9578,0.84184,1.13638,0.61393,0.4446,0.52343,0.34685,1.32517,1.36814,1.34969,0.000126078,0.000126078,0.000126078
89,11261.7,0.94983,0.82845,1.13594,0.66155,0.47971,0.53273,0.35203,1.32455,1.33923,1.35681,0.000117079,0.000117079,0.000117079
90,11311.3,0.94245,0.82962,1.12959,0.51766,0.48211,0.51505,0.3325,1.33228,1.3654,1.37406,0.00010808,0.00010808,0.00010808
91,11398.8,0.9399,0.74663,1.13224,0.58941,0.48477,0.53487,0.33754,1.35831,1.37378,1.36553,9.9081e-05,9.9081e-05,9.9081e-05
92,11448.2,0.91838,0.6965,1.11642,0.56721,0.51862,0.52932,0.34674,1.33449,1.32439,1.35597,9.00819e-05,9.00819e-05,9.00819e-05
93,11497.2,0.92157,0.68715,1.10749,0.4808,0.54679,0.52518,0.34066,1.34689,1.38357,1.36175,8.10828e-05,8.10828e-05,8.10828e-05
94,11546.6,0.89595,0.66402,1.10616,0.56339,0.44653,0.4951,0.3311,1.33229,1.38027,1.36445,7.20837e-05,7.20837e-05,7.20837e-05
95,11595.9,0.89225,0.67192,1.11095,0.50593,0.47291,0.49363,0.32963,1.31968,1.36178,1.35876,6.30846e-05,6.30846e-05,6.30846e-05
96,11645.5,0.89774,0.66748,1.10522,0.50757,0.49482,0.49236,0.32939,1.36393,1.38066,1.3864,5.40855e-05,5.40855e-05,5.40855e-05
97,11694.7,0.88673,0.65964,1.10206,0.49423,0.52062,0.51075,0.34102,1.35661,1.36052,1.38259,4.50864e-05,4.50864e-05,4.50864e-05
98,11743.9,0.87438,0.65655,1.09787,0.56092,0.49476,0.50309,0.34465,1.33472,1.33778,1.34908,3.60873e-05,3.60873e-05,3.60873e-05
99,11793.3,0.86868,0.64565,1.08179,0.61199,0.48682,0.52896,0.35145,1.33761,1.33974,1.35963,2.70882e-05,2.70882e-05,2.70882e-05
100,11842.5,0.86185,0.63594,1.08111,0.61779,0.4709,0.52388,0.36147,1.32928,1.34258,1.36124,1.80891e-05,1.80891e-05,1.80891e-05
