epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,1016.18,1.23482,1.70737,1.37341,0.41804,0.49291,0.46972,0.31256,1.21983,1.62602,1.33896,0.000418069,0.000418069,0.000418069
65,1050.68,1.29972,1.69569,1.3927,0.37635,0.51985,0.45756,0.3098,1.19643,1.62037,1.32871,0.00040707,0.00040707,0.00040707
66,1084.9,1.28133,1.74961,1.39095,0.42953,0.50697,0.47312,0.31998,1.20102,1.61027,1.33283,0.000396071,0.000396071,0.000396071
67,1119.42,1.30847,1.67257,1.36047,0.634,0.42807,0.51094,0.33018,1.21593,1.63253,1.34286,0.000385073,0.000385073,0.000385073
68,1154.02,1.30593,1.67519,1.37375,0.64941,0.45105,0.51622,0.33446,1.22733,1.66101,1.35051,0.000374074,0.000374074,0.000374074
69,1188.61,1.26111,1.58498,1.36517,0.66823,0.45956,0.5216,0.34326,1.22305,1.66449,1.34068,0.000363075,0.000363075,0.000363075
70,1223.14,1.26193,1.6166,1.35079,0.65589,0.50546,0.53927,0.36016,1.22282,1.65229,1.33314,0.000352076,0.000352076,0.000352076
71,1236.12,1.26746,1.67245,1.37302,0.66848,0.56115,0.58445,0.3929,1.17503,1.56887,1.30144,0.000341077,0.000341077,0.000341077
72,1240.88,1.29199,1.58686,1.37122,0.69772,0.55171,0.60648,0.41034,1.15224,1.5419,1.29118,0.000330078,0.000330078,0.000330078
73,1245.68,1.25259,1.62163,1.359,0.69954,0.54467,0.61783,0.42744,1.13678,1.52515,1.27895,0.000319079,0.000319079,0.000319079
74,1250.42,1.2509,1.59098,1.34928,0.69078,0.54031,0.62206,0.43267,1.13817,1.51646,1.28027,0.00030808,0.00030808,0.00030808
75,1255.14,1.28812,1.66021,1.38983,0.55387,0.61066,0.621,0.43682,1.12407,1.51238,1.27,0.000297081,0.000297081,0.000297081
76,1259.8,1.23315,1.58172,1.33493,0.63305,0.63388,0.64828,0.4562,1.11629,1.49143,1.26249,0.000286083,0.000286083,0.000286083
77,1264.49,1.21354,1.566,1.33064,0.65271,0.6434,0.65397,0.45353,1.09812,1.48251,1.25058,0.000275084,0.000275084,0.000275084
78,1269.21,1.22951,1.54006,1.34795,0.68267,0.63041,0.65672,0.4543,1.10854,1.49093,1.25363,0.000264085,0.000264085,0.000264085
79,1274.16,1.241,1.60858,1.35404,0.63608,0.63704,0.67157,0.46579,1.12217,1.48341,1.26455,0.000253086,0.000253086,0.000253086
80,1279.04,1.19999,1.55508,1.32964,0.73403,0.61761,0.68804,0.46979,1.11926,1.49491,1.26338,0.000242087,0.000242087,0.000242087
81,1283.77,1.25031,1.64981,1.37909,0.72757,0.62587,0.66698,0.47337,1.11225,1.49082,1.26365,0.000231088,0.000231088,0.000231088
82,1288.51,1.17741,1.54292,1.32801,0.72102,0.62368,0.66912,0.4792,1.10735,1.49219,1.26339,0.000220089,0.000220089,0.000220089
83,1293.29,1.17548,1.4997,1.32787,0.75869,0.62463,0.6703,0.48385,1.0952,1.45755,1.25577,0.00020909,0.00020909,0.00020909
84,1298.19,1.20875,1.58679,1.35106,0.76615,0.63137,0.68046,0.49222,1.08931,1.44389,1.25077,0.000198091,0.000198091,0.000198091
85,1303,1.17239,1.4842,1.3187,0.76557,0.64582,0.68652,0.50628,1.08045,1.41683,1.24287,0.000187092,0.000187092,0.000187092
86,1307.98,1.12818,1.45004,1.2868,0.72465,0.65825,0.68582,0.50624,1.08127,1.4217,1.24228,0.000176094,0.000176094,0.000176094
87,1313.33,1.21251,1.58176,1.37864,0.66282,0.67469,0.68777,0.50325,1.08128,1.42479,1.24185,0.000165095,0.000165095,0.000165095
88,1318.68,1.18882,1.5198,1.34233,0.68173,0.64966,0.68896,0.50741,1.08284,1.42999,1.24185,0.000154096,0.000154096,0.000154096
89,1323.82,1.18881,1.4393,1.31426,0.70946,0.62575,0.67546,0.49484,1.0719,1.42722,1.23374,0.000143097,0.000143097,0.000143097
90,1328.98,1.14136,1.42899,1.28044,0.69534,0.615,0.65482,0.48684,1.07194,1.43668,1.23412,0.000132098,0.000132098,0.000132098
91,1370.12,1.31511,1.86023,1.47972,0.68346,0.61724,0.63741,0.47067,1.08608,1.51616,1.2336,0.000121099,0.000121099,0.000121099
92,1374.91,1.21865,1.67008,1.34344,0.67033,0.61132,0.6384,0.4696,1.08598,1.52606,1.23128,0.0001101,0.0001101,0.0001101
93,1379.7,1.13811,1.6353,1.33241,0.59972,0.64373,0.62854,0.46114,1.07645,1.56891,1.22519,9.91012e-05,9.91012e-05,9.91012e-05
94,1384.66,1.2307,1.65942,1.3707,0.59543,0.67865,0.62712,0.46231,1.07152,1.58167,1.22411,8.81023e-05,8.81023e-05,8.81023e-05
95,1389.39,1.20339,1.54549,1.33834,0.70245,0.64168,0.64525,0.47303,1.05428,1.54415,1.21526,7.71034e-05,7.71034e-05,7.71034e-05
96,1394.19,1.24147,1.66209,1.37677,0.72792,0.64017,0.64889,0.4753,1.0503,1.52139,1.21225,6.61045e-05,6.61045e-05,6.61045e-05
97,1399,1.18406,1.53126,1.33708,0.6825,0.64654,0.6527,0.48169,1.0432,1.51099,1.21049,5.51056e-05,5.51056e-05,5.51056e-05
98,1403.84,1.1858,1.68534,1.37165,0.66876,0.66467,0.65221,0.48724,1.04167,1.50175,1.2102,4.41067e-05,4.41067e-05,4.41067e-05
99,1408.58,1.17526,1.53373,1.33449,0.64701,0.70149,0.66828,0.49854,1.03403,1.47857,1.20563,3.31078e-05,3.31078e-05,3.31078e-05
100,1413.31,1.16856,1.58395,1.34885,0.64476,0.69578,0.66532,0.49946,1.03333,1.49243,1.20592,2.21089e-05,2.21089e-05,2.21089e-05
