epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,865.43,0.58305,0.76932,1.17759,0.53908,0.30516,0.30865,0.24069,1.88801,2.62728,1.84549,0.000803031,0.000803031,0.000803031
16,906.506,0.57995,0.77722,1.18946,0.53189,0.3008,0.29918,0.22527,2.04409,2.79277,2.00609,0.000781033,0.000781033,0.000781033
17,947.789,0.52368,0.70992,1.15703,0.49838,0.31786,0.32477,0.25132,1.76847,2.49051,1.81155,0.000759035,0.000759035,0.000759035
18,989.43,0.51973,0.68902,1.14874,0.46176,0.32505,0.31411,0.24574,1.76555,2.51052,1.79592,0.000737037,0.000737037,0.000737037
19,1030.7,0.53788,0.69962,1.16224,0.58131,0.29651,0.31769,0.24336,1.81667,2.62736,1.83617,0.00071504,0.00071504,0.00071504
20,1072.16,0.53268,0.67675,1.15821,0.54015,0.32825,0.33479,0.25005,1.83371,2.51719,1.80916,0.000693042,0.000693042,0.000693042
21,1113.68,0.52064,0.68395,1.14174,0.51223,0.33935,0.34337,0.26138,1.80066,2.58807,1.82835,0.000671044,0.000671044,0.000671044
22,1155.44,0.52991,0.67569,1.14836,0.63381,0.33597,0.3524,0.27055,1.68678,2.42506,1.66859,0.000649046,0.000649046,0.000649046
23,1197.68,0.53807,0.66677,1.15541,0.50739,0.33498,0.33673,0.26325,1.79965,2.5436,1.75917,0.000627048,0.000627048,0.000627048
24,1239.98,0.5035,0.62706,1.14609,0.50756,0.32449,0.32822,0.25511,1.76111,2.51854,1.80709,0.000605051,0.000605051,0.000605051
25,1282.13,0.50622,0.62742,1.14195,0.53803,0.32802,0.3404,0.27071,1.73897,2.42977,1.71485,0.000583053,0.000583053,0.000583053
26,1324.49,0.51702,0.66273,1.13956,0.53167,0.34143,0.34262,0.26656,1.75027,2.41858,1.70354,0.000561055,0.000561055,0.000561055
27,1567.06,0.48507,0.62413,1.11638,0.51102,0.35348,0.35157,0.28114,1.60249,2.28796,1.61123,0.000539057,0.000539057,0.000539057
28,1625.6,0.49766,0.62036,1.13495,0.51845,0.34982,0.3446,0.26965,1.68911,2.43022,1.7041,0.000517059,0.000517059,0.000517059
29,1666.41,0.49047,0.60837,1.1246,0.53868,0.32611,0.32752,0.26135,1.77554,2.62307,1.74839,0.000495062,0.000495062,0.000495062
30,1708.08,0.48081,0.59644,1.1229,0.55547,0.32767,0.33318,0.26314,1.70641,2.43561,1.71453,0.000473064,0.000473064,0.000473064
31,1750.58,0.49674,0.61288,1.12492,0.56436,0.32936,0.33354,0.26467,1.76592,2.63602,1.75393,0.000451066,0.000451066,0.000451066
32,1793.17,0.47767,0.57384,1.11691,0.47645,0.36413,0.33883,0.27127,1.63065,2.38311,1.62113,0.000429068,0.000429068,0.000429068
33,1836.31,0.45692,0.55807,1.10117,0.56044,0.34476,0.34353,0.27128,1.771,2.56782,1.74486,0.00040707,0.00040707,0.00040707
34,1879.49,0.46362,0.56428,1.10345,0.52304,0.34598,0.3365,0.26386,1.67997,2.41388,1.65447,0.000385073,0.000385073,0.000385073
35,1921.79,0.45049,0.53778,1.0985,0.54676,0.34617,0.33877,0.26648,1.70522,2.461,1.68832,0.000363075,0.000363075,0.000363075
36,1964.36,0.46303,0.5604,1.10571,0.56088,0.34593,0.34626,0.27514,1.66557,2.53223,1.67455,0.000341077,0.000341077,0.000341077
37,2006.62,0.45818,0.53316,1.10048,0.5622,0.36349,0.35674,0.2808,1.7016,2.39242,1.6642,0.000319079,0.000319079,0.000319079
38,2048.95,0.44171,0.52831,1.0984,0.50979,0.36207,0.33463,0.26549,1.66939,2.40358,1.66543,0.000297081,0.000297081,0.000297081
39,2090.95,0.44483,0.52366,1.0973,0.60789,0.33242,0.34961,0.27506,1.72018,2.42333,1.68031,0.000275084,0.000275084,0.000275084
40,2132.52,0.45069,0.52346,1.09827,0.5252,0.38284,0.34773,0.27898,1.64809,2.36867,1.62981,0.000253086,0.000253086,0.000253086
41,2298.68,0.52882,0.53473,1.20207,0.53655,0.34716,0.34098,0.27927,1.61331,2.3602,1.59626,0.000231088,0.000231088,0.000231088
42,2380.63,0.48604,0.46175,1.16348,0.54387,0.3492,0.35022,0.28604,1.61078,2.32028,1.59899,0.00020909,0.00020909,0.00020909
43,2419.89,0.48435,0.44882,1.16197,0.49246,0.36343,0.34602,0.27971,1.60604,2.29008,1.58391,0.000187092,0.000187092,0.000187092
44,2460.06,0.47385,0.43996,1.15433,0.538,0.33336,0.34516,0.28449,1.54288,2.31163,1.53792,0.000165095,0.000165095,0.000165095
45,2500.66,0.46309,0.42471,1.14346,0.56273,0.35631,0.35249,0.28643,1.60211,2.3703,1.57985,0.000143097,0.000143097,0.000143097
46,2541.49,0.45896,0.41129,1.13815,0.54307,0.34795,0.34436,0.2854,1.54512,2.34921,1.54051,0.000121099,0.000121099,0.000121099
47,2582.84,0.44363,0.40325,1.13579,0.5454,0.3545,0.35012,0.2897,1.55033,2.33269,1.55325,9.91012e-05,9.91012e-05,9.91012e-05
48,2623.66,0.44624,0.38895,1.13511,0.53415,0.35015,0.3489,0.29016,1.54873,2.32551,1.54588,7.71034e-05,7.71034e-05,7.71034e-05
49,2664.75,0.43229,0.37115,1.13104,0.57669,0.34186,0.35401,0.29372,1.55499,2.33028,1.54585,5.51056e-05,5.51056e-05,5.51056e-05
50,2706.11,0.4283,0.37406,1.11598,0.57009,0.34701,0.35759,0.29872,1.54163,2.30346,1.52877,3.31078e-05,3.31078e-05,3.31078e-05
