epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,534.576,1.39309,1.68489,1.41682,0.47501,0.5034,0.42853,0.22342,1.57412,1.90382,1.54387,0.000693022,0.000693022,0.000693022
14,583.902,1.36436,1.58798,1.39399,0.53065,0.46674,0.44446,0.26759,1.45431,1.77703,1.47184,0.000675023,0.000675023,0.000675023
15,632.883,1.35204,1.57976,1.40258,0.3986,0.49416,0.42981,0.262,1.47349,1.78062,1.47478,0.000657025,0.000657025,0.000657025
16,681.374,1.31282,1.55867,1.40013,0.49317,0.48069,0.46513,0.26229,1.45235,1.68184,1.49328,0.000639027,0.000639027,0.000639027
17,730.218,1.35764,1.55007,1.40064,0.59073,0.48617,0.49808,0.28803,1.46218,1.65255,1.43466,0.000621029,0.000621029,0.000621029
18,780.579,1.31122,1.50713,1.36715,0.64805,0.45713,0.50916,0.28512,1.41109,1.6316,1.4236,0.000603031,0.000603031,0.000603031
19,830.893,1.30681,1.48129,1.36938,0.67096,0.38321,0.44259,0.26901,1.45766,1.68993,1.48613,0.000585032,0.000585032,0.000585032
20,880.822,1.31161,1.49713,1.35676,0.66273,0.43944,0.53083,0.32123,1.40939,1.59847,1.43,0.000567034,0.000567034,0.000567034
21,929.424,1.26482,1.43976,1.3459,0.67287,0.44064,0.51048,0.29402,1.40318,1.58289,1.41149,0.000549036,0.000549036,0.000549036
22,978.048,1.27254,1.42772,1.3461,0.62241,0.41873,0.49425,0.29529,1.45758,1.56356,1.46218,0.000531038,0.000531038,0.000531038
23,1026.8,1.24669,1.38026,1.32547,0.59736,0.46997,0.49296,0.30234,1.4052,1.56511,1.40757,0.00051304,0.00051304,0.00051304
24,1075.88,1.26371,1.40391,1.3338,0.64397,0.50295,0.53473,0.31638,1.40629,1.57141,1.4086,0.000495041,0.000495041,0.000495041
25,1124.84,1.24275,1.34822,1.31654,0.58327,0.58728,0.57599,0.33774,1.38928,1.48202,1.418,0.000477043,0.000477043,0.000477043
26,1173.67,1.24732,1.325,1.31229,0.64627,0.49246,0.53791,0.317,1.38818,1.47802,1.41493,0.000459045,0.000459045,0.000459045
27,1222.31,1.2104,1.31015,1.29519,0.64662,0.50736,0.54956,0.3307,1.37252,1.49506,1.37164,0.000441047,0.000441047,0.000441047
28,1270.92,1.18588,1.28576,1.29042,0.51382,0.55603,0.53984,0.34038,1.37831,1.50576,1.37795,0.000423049,0.000423049,0.000423049
29,1319.62,1.20612,1.2598,1.29488,0.64269,0.46238,0.51971,0.3182,1.36501,1.46287,1.37398,0.00040505,0.00040505,0.00040505
30,1368.31,1.1912,1.27292,1.29612,0.52136,0.50617,0.5329,0.33278,1.36462,1.49293,1.36459,0.000387052,0.000387052,0.000387052
31,1417.22,1.14703,1.22189,1.27835,0.69942,0.46128,0.51523,0.31777,1.37299,1.50924,1.37926,0.000369054,0.000369054,0.000369054
32,1466.12,1.17976,1.20055,1.27371,0.5638,0.46305,0.51012,0.32394,1.35786,1.50792,1.36963,0.000351056,0.000351056,0.000351056
33,1514.69,1.15502,1.22483,1.26552,0.72298,0.41923,0.52639,0.32203,1.36462,1.49017,1.36067,0.000333058,0.000333058,0.000333058
34,1563.13,1.15263,1.17689,1.25569,0.63289,0.52531,0.55259,0.34289,1.31767,1.40982,1.34859,0.000315059,0.000315059,0.000315059
35,1612.2,1.14026,1.16626,1.26021,0.71651,0.46869,0.55142,0.33467,1.34986,1.45324,1.36406,0.000297061,0.000297061,0.000297061
36,1653.84,1.12731,1.15116,1.24478,0.5852,0.48693,0.51152,0.31994,1.35735,1.51044,1.39092,0.000279063,0.000279063,0.000279063
37,1691.62,1.13839,1.12983,1.24671,0.64129,0.50815,0.54016,0.33416,1.38708,1.45771,1.38063,0.000261065,0.000261065,0.000261065
38,1730.09,1.12515,1.12664,1.2443,0.63556,0.48685,0.54392,0.33854,1.35585,1.3811,1.3565,0.000243067,0.000243067,0.000243067
39,1766.67,1.09859,1.12401,1.23349,0.72391,0.49842,0.58068,0.36448,1.33277,1.35577,1.32738,0.000225068,0.000225068,0.000225068
40,1803.87,1.11387,1.094,1.23019,0.66426,0.47569,0.54961,0.34492,1.35827,1.43448,1.36858,0.00020707,0.00020707,0.00020707
41,1879.54,1.11135,1.03751,1.23901,0.68379,0.54746,0.57584,0.34768,1.35396,1.37903,1.3687,0.000189072,0.000189072,0.000189072
42,1916.44,1.10161,0.98736,1.23116,0.62301,0.53995,0.55269,0.34886,1.29458,1.40082,1.31866,0.000171074,0.000171074,0.000171074
43,1954.98,1.09145,0.97917,1.23724,0.56624,0.5239,0.54051,0.32944,1.3171,1.42536,1.3329,0.000153076,0.000153076,0.000153076
44,1992.5,1.06407,0.93309,1.21697,0.62088,0.52866,0.57023,0.36046,1.28138,1.39837,1.29521,0.000135077,0.000135077,0.000135077
45,2030.29,1.0552,0.90973,1.20116,0.6472,0.55282,0.58178,0.35549,1.30892,1.40434,1.32252,0.000117079,0.000117079,0.000117079
46,2066.46,1.0188,0.86262,1.17306,0.65766,0.5347,0.56369,0.34463,1.29828,1.40929,1.321,9.9081e-05,9.9081e-05,9.9081e-05
47,2102.95,1.03399,0.865,1.19981,0.64735,0.51695,0.57855,0.3636,1.31564,1.39928,1.34387,8.10828e-05,8.10828e-05,8.10828e-05
48,2139.29,1.02121,0.8471,1.18656,0.60029,0.55748,0.56863,0.35939,1.32364,1.39702,1.33093,6.30846e-05,6.30846e-05,6.30846e-05
49,2175.63,0.99916,0.84265,1.1685,0.57743,0.55322,0.57413,0.36595,1.29404,1.4174,1.31598,4.50864e-05,4.50864e-05,4.50864e-05
50,2211.95,1.01084,0.84241,1.17055,0.622,0.54903,0.57076,0.3642,1.28573,1.39793,1.30535,2.70882e-05,2.70882e-05,2.70882e-05
