epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,97.7257,1.54608,2.17629,1.55638,0.67284,0.24366,0.20512,0.12275,1.62681,2.45083,1.59139,0.000605051,0.000605051,0.000605051
25,101.614,1.56894,2.23256,1.56133,0.73244,0.22026,0.21053,0.12845,1.57898,2.33859,1.56207,0.000583053,0.000583053,0.000583053
26,105.661,1.59108,2.22471,1.53554,0.76082,0.21224,0.23576,0.13744,1.55162,2.24781,1.54258,0.000561055,0.000561055,0.000561055
27,109.651,1.54382,2.20547,1.56871,0.71575,0.22822,0.25524,0.15521,1.53167,2.15202,1.51978,0.000539057,0.000539057,0.000539057
28,113.47,1.53126,2.21997,1.57051,0.69106,0.22289,0.25533,0.15803,1.5164,2.14358,1.50433,0.000517059,0.000517059,0.000517059
29,117.362,1.57858,2.17817,1.54211,0.74321,0.22382,0.24812,0.14049,1.50982,2.15584,1.49326,0.000495062,0.000495062,0.000495062
30,121.359,1.48908,2.10698,1.52072,0.72287,0.24261,0.25688,0.14397,1.50069,2.13904,1.48463,0.000473064,0.000473064,0.000473064
31,125.261,1.56131,2.15289,1.56524,0.6527,0.26828,0.25669,0.14765,1.51018,2.12581,1.47647,0.000451066,0.000451066,0.000451066
32,129.118,1.56166,2.20496,1.56376,0.69521,0.25122,0.2573,0.15797,1.48467,2.11619,1.46531,0.000429068,0.000429068,0.000429068
33,132.978,1.55256,2.19138,1.54242,0.67366,0.28058,0.28177,0.16378,1.44996,2.09438,1.44792,0.00040707,0.00040707,0.00040707
34,136.844,1.52565,2.12546,1.5178,0.71439,0.27688,0.29943,0.17604,1.44675,2.06755,1.45262,0.000385073,0.000385073,0.000385073
35,140.504,1.45146,2.14548,1.51163,0.78058,0.26519,0.33655,0.20147,1.40379,2.03504,1.43775,0.000363075,0.000363075,0.000363075
36,144.288,1.4567,2.06108,1.50304,0.76875,0.27421,0.34465,0.21215,1.39616,2.0099,1.43667,0.000341077,0.000341077,0.000341077
37,148.102,1.40583,2.00892,1.46842,0.78141,0.31829,0.37497,0.23286,1.40159,1.96138,1.4412,0.000319079,0.000319079,0.000319079
38,151.868,1.43247,1.99454,1.45695,0.82282,0.29971,0.38905,0.24624,1.40215,1.94174,1.44321,0.000297081,0.000297081,0.000297081
39,155.834,1.40577,1.90764,1.44987,0.79941,0.30008,0.3929,0.25302,1.37306,1.93879,1.42616,0.000275084,0.000275084,0.000275084
40,159.832,1.36944,1.88277,1.42189,0.80489,0.30663,0.39107,0.25549,1.35273,1.94634,1.41509,0.000253086,0.000253086,0.000253086
41,200.791,1.52839,2.35568,1.52469,0.78859,0.30668,0.38654,0.25057,1.3293,1.96984,1.39823,0.000231088,0.000231088,0.000231088
42,204.558,1.52183,2.38414,1.60431,0.75524,0.32457,0.38347,0.25176,1.31965,1.95516,1.39123,0.00020909,0.00020909,0.00020909
43,208.613,1.55163,2.39128,1.60175,0.77387,0.32085,0.38573,0.25167,1.30274,1.92898,1.37751,0.000187092,0.000187092,0.000187092
44,212.44,1.50622,2.26278,1.52572,0.77952,0.32017,0.3906,0.25457,1.29334,1.91858,1.36935,0.000165095,0.000165095,0.000165095
45,216.148,1.4676,2.22948,1.5393,0.75409,0.33996,0.39969,0.26676,1.28508,1.9061,1.36417,0.000143097,0.000143097,0.000143097
46,219.879,1.483,2.17626,1.56749,0.82074,0.35311,0.42097,0.27745,1.28329,1.90535,1.36278,0.000121099,0.000121099,0.000121099
47,223.766,1.44645,2.12935,1.50029,0.81904,0.34711,0.41602,0.28017,1.27331,1.92284,1.35567,9.91012e-05,9.91012e-05,9.91012e-05
48,227.599,1.42207,2.20197,1.50316,0.75988,0.35227,0.40804,0.27784,1.26889,1.92576,1.35317,7.71034e-05,7.71034e-05,7.71034e-05
49,231.459,1.37146,2.19495,1.51132,0.75736,0.34152,0.41168,0.28072,1.25739,1.91657,1.3464,5.51056e-05,5.51056e-05,5.51056e-05
50,235.619,1.41448,2.21297,1.5189,0.76538,0.34993,0.41809,0.28616,1.25584,1.91263,1.34734,3.31078e-05,3.31078e-05,3.31078e-05
